,artist,song,album,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
11389,Bullet For My Valentine,Piece Of Me,Gravity (Deluxe Edition),57,0.437,0.943,1,-4.56,1,0.0644,0.00943,0.0,0.0694,0.228,137.609,206013,4
11390,Bullet For My Valentine,Under Again,Gravity (Deluxe Edition),57,0.358,0.75,11,-6.048,0,0.0612,0.00176,0.0,0.105,0.22,152.292,250600,4
11391,Bullet For My Valentine,Gravity,Gravity (Deluxe Edition),57,0.378,0.938,1,-4.154,0,0.0781,0.00807,0.0,0.276,0.392,163.975,240520,4
11392,Bullet For My Valentine,Coma,Gravity (Deluxe Edition),57,0.55,0.885,8,-5.464,1,0.0667,0.0054,0.0,0.0999,0.367,125.944,213573,4
11393,Bullet For My Valentine,Don't Need You,Gravity (Deluxe Edition),57,0.166,0.949,6,-5.529,0,0.214,0.000186,0.0,0.0635,0.0465,152.087,290267,4
11394,Bullet For My Valentine,Breathe Underwater,Gravity (Deluxe Edition),57,0.381,0.443,4,-10.03,0,0.0291,0.359,0.0,0.0704,0.242,77.962,221160,4
11395,Bullet For My Valentine,Breaking Out,Gravity (Deluxe Edition),57,0.458,0.98,2,-3.792,1,0.0893,0.00112,2.04e-06,0.345,0.512,160.199,206533,4
11396,Bullet For My Valentine,Crawling,Gravity (Deluxe Edition),57,0.281,0.952,1,-4.782,1,0.13,0.000368,0.0,0.0944,0.453,141.224,234080,4
11397,Bullet For My Valentine,Radioactive,Gravity (Deluxe Edition),57,0.527,0.695,9,-4.99,1,0.0346,0.0331,3.78e-05,0.31,0.271,142.922,193080,4
11398,Bullet For My Valentine,Letting You Go - Zardonic Remix,Gravity (Deluxe Edition),57,0.351,0.915,11,-6.522,0,0.0988,0.00139,0.000235,0.139,0.0777,179.973,314467,4
11399,Bullet For My Valentine,Breathe Underwater - Piano Version,Gravity (Deluxe Edition),57,0.44,0.05,4,-23.07,0,0.0547,0.969,0.921,0.125,0.0766,75.076,221747,4
11400,Bullet For My Valentine,The Very Last Time - Piano Version,Gravity (Deluxe Edition),57,0.24,0.0359,7,-27.663,0,0.0472,0.988,0.941,0.191,0.119,207.996,249320,4
11401,Bullet For My Valentine,Under Again - Piano Version,Gravity (Deluxe Edition),57,0.43,0.0365,11,-24.938,0,0.0461,0.978,0.904,0.0762,0.0737,71.516,255640,4
11402,Bullet For My Valentine,Don't Need You - Live,Gravity (Deluxe Edition),57,0.19,0.978,4,-5.465,0,0.138,6.91e-05,8.5e-05,0.912,0.0704,152.847,345293,4
11403,Bullet For My Valentine,Leap Of Faith,Gravity,61,0.419,0.925,4,-6.055,1,0.0931,0.00411,0.0,0.306,0.245,142.517,199266,4
11404,Bullet For My Valentine,Over It,Gravity,61,0.374,0.971,11,-4.284,0,0.0697,7.69e-05,0.0,0.322,0.701,97.625,227864,4
11405,Bullet For My Valentine,Letting You Go,Gravity,61,0.459,0.903,5,-4.649,0,0.0673,0.00877,0.0,0.168,0.364,76.185,223655,4
11406,Bullet For My Valentine,Not Dead Yet,Gravity,61,0.479,0.855,4,-5.298,0,0.0403,0.00118,0.0,0.396,0.16,137.105,201862,4
11407,Bullet For My Valentine,The Very Last Time,Gravity,61,0.338,0.586,7,-8.118,0,0.0336,0.185,0.000144,0.101,0.0583,112.495,237070,4
11408,Bullet For My Valentine,Piece Of Me,Gravity,61,0.447,0.942,1,-4.561,1,0.0722,0.00706,0.0,0.0693,0.198,138.775,206007,4
11409,Bullet For My Valentine,Under Again,Gravity,61,0.421,0.758,11,-6.067,0,0.0619,0.0016,0.0,0.108,0.181,76.964,250600,4
11410,Bullet For My Valentine,Gravity,Gravity,61,0.389,0.938,1,-4.133,0,0.0839,0.00727,0.0,0.324,0.378,164.036,240526,4
11411,Bullet For My Valentine,Coma,Gravity,61,0.55,0.881,0,-5.452,0,0.0941,0.00668,0.0,0.0752,0.31,125.855,213564,4
11412,Bullet For My Valentine,Don't Need You,Gravity,61,0.192,0.948,4,-5.476,0,0.169,0.00017,0.0,0.0608,0.0517,151.945,290270,4
11413,Bullet For My Valentine,Breathe Underwater,Gravity,61,0.384,0.451,4,-10.031,0,0.0291,0.342,0.0,0.0695,0.24,77.999,221158,4
11414,Bullet For My Valentine,V - Live,"Live From Brixton: Chapter Two, Night One",40,0.175,0.431,0,-12.436,1,0.0739,0.277,0.954,0.96,0.0582,83.613,88787,5
11415,Bullet For My Valentine,No Way Out - Live,"Live From Brixton: Chapter Two, Night One",40,0.431,0.997,1,-4.115,1,0.153,2.93e-05,0.000773,0.795,0.0399,139.966,243067,4
11416,Bullet For My Valentine,Skin - Live,"Live From Brixton: Chapter Two, Night One",40,0.383,0.987,1,-4.127,1,0.0943,5.93e-05,0.000109,0.944,0.297,172.069,247533,4
11417,Bullet For My Valentine,Your Betrayal - Live,"Live From Brixton: Chapter Two, Night One",40,0.484,0.989,1,-4.315,1,0.116,0.000375,0.000173,0.633,0.149,134.112,341493,4
11418,Bullet For My Valentine,"Scream, Aim, Fire - Live","Live From Brixton: Chapter Two, Night One",40,0.23,0.997,2,-4.288,1,0.178,0.000121,1.75e-05,0.969,0.0533,101.244,331253,4
11419,Bullet For My Valentine,Venom - Live,"Live From Brixton: Chapter Two, Night One",40,0.436,0.977,0,-5.473,1,0.109,0.000128,0.244,0.726,0.27,146.102,264160,4
11420,Bullet For My Valentine,4 Words (To Choke Upon) - Live,"Live From Brixton: Chapter Two, Night One",40,0.367,0.996,1,-4.043,1,0.156,0.000218,0.000325,0.706,0.0371,92.486,250280,4
11421,Bullet For My Valentine,You Want A Battle? Here's A War - Live,"Live From Brixton: Chapter Two, Night One",40,0.315,0.981,2,-4.134,0,0.0962,6.77e-05,0.000123,0.964,0.258,132.874,259973,4
11422,Bullet For My Valentine,The Last Fight - Live,"Live From Brixton: Chapter Two, Night One",40,0.23,0.984,7,-5.444,1,0.126,0.00306,4.14e-05,0.972,0.128,91.544,376960,4
11423,Bullet For My Valentine,Hearts Burst Into Fire - Live,"Live From Brixton: Chapter Two, Night One",40,0.246,0.982,10,-5.246,0,0.286,0.00151,8.2e-05,0.918,0.0638,93.591,374633,4
11424,Bullet For My Valentine,Alone - Live,"Live From Brixton: Chapter Two, Night One",40,0.288,0.991,2,-4.062,0,0.101,0.000113,0.00224,0.819,0.0982,118.827,365173,4
11425,Bullet For My Valentine,Worthless - Live,"Live From Brixton: Chapter Two, Night One",40,0.39,0.98,8,-4.363,1,0.0871,0.00323,1.66e-05,0.97,0.256,91.366,205147,3
11426,Bullet For My Valentine,Hand Of Blood - Live,"Live From Brixton: Chapter Two, Night One",40,0.354,0.993,1,-4.475,1,0.136,0.000161,0.000405,0.967,0.0731,94.283,232787,4
11427,Bullet For My Valentine,Don't Need You - Live,"Live From Brixton: Chapter Two, Night One",40,0.175,0.985,7,-4.713,1,0.135,0.000181,2.3e-05,0.958,0.0782,152.859,305320,4
11428,Bullet For My Valentine,Tears Don't Fall - Live,"Live From Brixton: Chapter Two, Night One",40,0.255,0.992,7,-4.645,0,0.183,0.000609,0.0125,0.557,0.0729,162.24,429693,4
11429,Bullet For My Valentine,Waking The Demon - Live,"Live From Brixton: Chapter Two, Night One",40,0.279,0.994,4,-4.576,0,0.174,0.000137,0.00633,0.97,0.0925,127.783,370713,4
11430,Bullet For My Valentine,Intro - Live,"Live From Brixton: Chapter Two, Night Two, Performing The Poison In Its Entirety",38,0.147,0.486,5,-11.569,0,0.0322,0.075,0.673,0.825,0.0549,80.184,153707,4
11431,Bullet For My Valentine,Her Voice Resides - Live,"Live From Brixton: Chapter Two, Night Two, Performing The Poison In Its Entirety",38,0.303,0.994,1,-4.665,1,0.15,0.000114,0.00247,0.751,0.0369,97.022,313547,4
11432,Bullet For My Valentine,4 Words (To Choke Upon) - Live,"Live From Brixton: Chapter Two, Night Two, Performing The Poison In Its Entirety",38,0.235,0.991,1,-4.735,1,0.311,0.00109,0.00022,0.25,0.0416,92.297,308653,4
11433,Bullet For My Valentine,Tears Don't Fall - Live,"Live From Brixton: Chapter Two, Night Two, Performing The Poison In Its Entirety",38,0.17,0.988,7,-4.729,0,0.174,0.000214,0.00856,0.845,0.0777,162.078,398333,4
11434,Bullet For My Valentine,Suffocating Under Words Of Sorrow - Live,"Live From Brixton: Chapter Two, Night Two, Performing The Poison In Its Entirety",38,0.372,0.993,5,-4.723,0,0.156,0.000883,0.000506,0.898,0.0813,93.451,275960,4
11435,Bullet For My Valentine,Hit The Floor - Live,"Live From Brixton: Chapter Two, Night Two, Performing The Poison In Its Entirety",38,0.237,0.991,2,-4.528,0,0.115,0.000152,7.54e-05,0.966,0.194,94.025,234293,4
11436,Bullet For My Valentine,All These Things I Hate (Revolve Around Me) - Live,"Live From Brixton: Chapter Two, Night Two, Performing The Poison In Its Entirety",38,0.384,0.972,6,-4.965,0,0.0605,0.00101,0.0,0.899,0.183,93.918,237147,3
11437,Bullet For My Valentine,Room 409 - Live,"Live From Brixton: Chapter Two, Night Two, Performing The Poison In Its Entirety",38,0.333,0.985,7,-4.738,1,0.124,0.000206,1.96e-05,0.959,0.149,92.269,288960,4
11438,Bullet For My Valentine,The Poison - Live,"Live From Brixton: Chapter Two, Night Two, Performing The Poison In Its Entirety",38,0.449,0.994,7,-4.241,1,0.0866,2.59e-05,0.0088,0.946,0.192,93.516,230107,4
11439,Bullet For My Valentine,10 Years Today - Live,"Live From Brixton: Chapter Two, Night Two, Performing The Poison In Its Entirety",38,0.309,0.991,7,-4.352,1,0.0974,4.59e-05,0.000508,0.977,0.265,87.127,247654,4
11440,Bullet For My Valentine,Cries In Vain - Live,"Live From Brixton: Chapter Two, Night Two, Performing The Poison In Its Entirety",38,0.176,0.989,0,-5.381,1,0.176,0.000966,0.00455,0.862,0.125,173.207,284253,4
11441,Bullet For My Valentine,Spit You Out - Live,"Live From Brixton: Chapter Two, Night Two, Performing The Poison In Its Entirety",38,0.285,0.997,5,-4.51,1,0.127,0.000114,0.00189,0.398,0.0392,110.203,262200,4
11442,Bullet For My Valentine,The End - Live,"Live From Brixton: Chapter Two, Night Two, Performing The Poison In Its Entirety",38,0.368,0.966,5,-5.413,0,0.0708,0.000769,0.0174,0.748,0.162,114.003,371760,4
11443,Bullet For My Valentine,V - Live,"Live From Brixton: Chapter Two, Night Two, Performing The Poison In Its Entirety",38,0.142,0.289,0,-14.232,1,0.0501,0.147,0.986,0.965,0.0368,84.641,85427,4
11444,Bullet For My Valentine,No Way Out - Live,"Live From Brixton: Chapter Two, Night Two, Performing The Poison In Its Entirety",38,0.417,0.993,8,-4.095,1,0.118,9.35e-06,0.000466,0.721,0.102,139.968,243240,4
11445,Bullet For My Valentine,Your Betrayal - Live,"Live From Brixton: Chapter Two, Night Two, Performing The Poison In Its Entirety",38,0.478,0.992,8,-4.567,1,0.125,0.000671,0.00028,0.738,0.155,134.157,352907,4
11446,Bullet For My Valentine,Waking The Demon - Live,"Live From Brixton: Chapter Two, Night Two, Performing The Poison In Its Entirety",38,0.303,0.986,4,-4.379,0,0.122,4.97e-05,0.0351,0.97,0.112,129.01,279227,4
11447,Bullet For My Valentine,Don't Need You - Live,"Live From Brixton: Chapter Two, Night Two, Performing The Poison In Its Entirety",38,0.179,0.98,7,-5.085,1,0.147,6.75e-05,9.86e-05,0.913,0.0717,152.906,345263,4
11448,Bullet For My Valentine,V,Venom,19,0.159,0.168,0,-17.139,1,0.0403,0.457,0.982,0.634,0.0352,130.074,86507,3
11449,Bullet For My Valentine,No Way Out,Venom,19,0.428,0.994,5,-4.121,1,0.0969,1.7e-05,6.07e-06,0.372,0.173,140.063,233933,4
11450,Bullet For My Valentine,Army of Noise,Venom,19,0.262,0.992,7,-3.752,1,0.107,1.58e-05,2.01e-05,0.332,0.424,173.742,258173,4
11451,Bullet For My Valentine,Worthless,Venom,19,0.419,0.976,0,-3.213,0,0.0573,0.000104,0.0,0.322,0.45,91.198,198107,3
11452,Bullet For My Valentine,You Want a Battle? (Here's a War),Venom,19,0.311,0.981,2,-4.057,0,0.089,2.83e-05,0.0,0.346,0.34,134.344,254613,4
11453,Bullet For My Valentine,Broken,Venom,19,0.367,0.997,7,-3.175,1,0.102,2.11e-05,2.18e-06,0.348,0.428,176.067,219960,4
11454,Bullet For My Valentine,Venom,Venom,19,0.47,0.976,7,-3.999,0,0.0749,5.33e-05,0.00232,0.146,0.541,146.057,234827,4
11455,Bullet For My Valentine,The Harder the Heart (The Harder It Breaks),Venom,19,0.303,0.98,8,-3.919,1,0.105,2.35e-05,0.000124,0.0644,0.393,133.628,240333,4
11456,Bullet For My Valentine,Skin,Venom,19,0.437,0.994,0,-3.473,1,0.0934,3.64e-05,0.0,0.326,0.518,172.045,239187,4
11457,Bullet For My Valentine,Hell or High Water,Venom,19,0.374,0.967,5,-4.356,1,0.0472,1.38e-05,0.000674,0.337,0.459,109.64,276720,4
11458,Bullet For My Valentine,Pariah,Venom,19,0.395,0.989,7,-3.488,1,0.0991,1.8e-05,0.0,0.0219,0.6,185.082,226253,4
11459,Bullet For My Valentine,Playing God,Venom,19,0.311,0.976,0,-4.669,0,0.0829,3.96e-05,9.13e-06,0.202,0.521,185.425,232160,4
11460,Bullet For My Valentine,Run for Your Life,Venom,19,0.36,0.981,8,-4.009,1,0.103,1.19e-05,0.0,0.213,0.566,164.998,214867,4
11461,Bullet For My Valentine,In Loving Memory - Demo Version,Venom,19,0.287,0.925,2,-5.073,0,0.0997,0.00207,3.11e-05,0.172,0.438,135.882,242480,4
11462,Bullet For My Valentine,Raising Hell,Venom,19,0.247,0.972,2,-4.635,1,0.16,0.000252,8.88e-06,0.166,0.175,144.493,275653,4
11463,Bullet For My Valentine,Live Medley: Hand of Blood / Room 409 / Hearts Burst Into Fire / Begging For Mercy / Riot,Venom,19,0.407,0.943,1,-7.168,1,0.0822,0.000123,0.0883,0.96,0.387,93.599,310213,4
11464,Bullet For My Valentine,4 Words (To Choke Upon) - Live,Venom,19,0.416,0.967,1,-7.296,1,0.118,0.000145,0.0332,0.369,0.17,92.311,237893,4
11465,Bullet For My Valentine,Raising Hell - Live,Venom,19,0.222,0.949,2,-7.586,0,0.0888,3.8e-05,3.03e-05,0.262,0.217,146.034,278027,4
11466,Bullet For My Valentine,V,Venom (Deluxe Edition),62,0.217,0.15,5,-17.299,1,0.0423,0.45,0.979,0.65,0.0342,71.141,86400,3
11467,Bullet For My Valentine,No Way Out,Venom (Deluxe Edition),62,0.441,0.994,5,-4.138,1,0.114,1.51e-05,9.68e-06,0.368,0.19,140.053,233933,4
11468,Bullet For My Valentine,Army of Noise,Venom (Deluxe Edition),62,0.271,0.992,7,-3.764,1,0.116,1.49e-05,1.63e-05,0.328,0.42,173.721,258173,4
11469,Bullet For My Valentine,Worthless,Venom (Deluxe Edition),62,0.29,0.977,0,-3.209,0,0.0846,0.000111,0.0,0.32,0.487,182.241,198107,3
11470,Bullet For My Valentine,You Want a Battle? (Here's a War),Venom (Deluxe Edition),62,0.295,0.98,2,-4.075,0,0.0854,3.21e-05,0.0,0.359,0.283,134.335,254613,4
11471,Bullet For My Valentine,Broken,Venom (Deluxe Edition),62,0.365,0.997,7,-3.203,1,0.0935,2.1e-05,1.09e-06,0.347,0.385,176.036,219960,4
11472,Bullet For My Valentine,Venom,Venom (Deluxe Edition),62,0.468,0.976,7,-4.013,0,0.0732,5.29e-05,0.00195,0.0931,0.545,146.066,234827,4
11473,Bullet For My Valentine,The Harder the Heart (The Harder It Breaks),Venom (Deluxe Edition),62,0.264,0.981,8,-3.916,1,0.123,1.8e-05,0.000176,0.0649,0.381,132.654,240333,4
11474,Bullet For My Valentine,Skin,Venom (Deluxe Edition),62,0.429,0.993,0,-3.454,1,0.0962,2.96e-05,0.0,0.328,0.539,172.067,239187,4
11475,Bullet For My Valentine,Hell or High Water,Venom (Deluxe Edition),62,0.372,0.966,5,-4.386,1,0.0459,1.4e-05,0.000817,0.341,0.464,109.604,276720,4
11476,Bullet For My Valentine,Pariah,Venom (Deluxe Edition),62,0.39,0.989,0,-3.49,1,0.0934,1.59e-05,1.05e-06,0.0223,0.588,185.095,226227,4
11477,Bullet For My Valentine,Playing God,Venom (Deluxe Edition),62,0.303,0.977,0,-4.69,0,0.0864,3.02e-05,1.68e-05,0.223,0.498,185.207,232160,4
11478,Bullet For My Valentine,Run for Your Life,Venom (Deluxe Edition),62,0.351,0.986,8,-4.005,1,0.118,1.16e-05,0.0,0.282,0.584,165.114,214867,4
11479,Bullet For My Valentine,In Loving Memory - Demo Version,Venom (Deluxe Edition),62,0.286,0.925,2,-5.094,0,0.0882,0.00194,0.000105,0.251,0.434,135.401,242480,4
11480,Bullet For My Valentine,Raising Hell,Venom (Deluxe Edition),62,0.249,0.978,2,-4.638,1,0.168,0.000251,6.19e-06,0.144,0.156,144.189,275400,4
11481,Bullet For My Valentine,Breaking Point,Temper Temper,8,0.308,0.967,5,-3.466,1,0.125,0.000438,0.000165,0.286,0.282,147.912,222453,4
11482,Bullet For My Valentine,Truth Hurts,Temper Temper,8,0.463,0.975,5,-4.025,0,0.0886,7.73e-05,0.0704,0.0858,0.354,131.108,216587,4
11483,Bullet For My Valentine,Temper Temper,Temper Temper,8,0.436,0.985,5,-3.572,1,0.202,0.00139,1.65e-05,0.482,0.39,163.4,188867,4
11484,Bullet For My Valentine,P.O.W.,Temper Temper,8,0.316,0.933,4,-4.806,0,0.137,0.000309,0.00271,0.511,0.243,130.762,233733,4
11485,Bullet For My Valentine,Dirty Little Secret,Temper Temper,8,0.366,0.973,8,-4.128,1,0.113,6.9e-05,0.0902,0.283,0.133,144.342,295387,4
11486,Bullet For My Valentine,Leech,Temper Temper,8,0.422,0.981,8,-3.415,1,0.0463,0.000106,0.00165,0.0688,0.223,112.391,239480,4
11487,Bullet For My Valentine,Dead To The World,Temper Temper,8,0.451,0.834,2,-4.943,0,0.0422,0.000555,0.000321,0.22,0.087,109.41,315867,4
11488,Bullet For My Valentine,Riot,Temper Temper,8,0.577,0.964,10,-4.234,0,0.0524,0.00124,0.000766,0.357,0.738,94.996,169307,4
11489,Bullet For My Valentine,Saints & Sinners,Temper Temper,8,0.538,0.946,2,-4.006,1,0.0693,0.000258,0.00102,0.227,0.545,89.077,209227,4
11490,Bullet For My Valentine,Tears Don't Fall (Part 2),Temper Temper,8,0.302,0.987,7,-4.59,0,0.207,0.000124,0.00678,0.124,0.13,167.682,338640,4
11491,Bullet For My Valentine,Livin' Life (On the Edge of a Knife),Temper Temper,8,0.45,0.914,1,-4.176,1,0.0768,2.76e-05,0.00538,0.105,0.316,140.221,241960,4
11492,Bullet For My Valentine,Not Invincible,Temper Temper,8,0.281,0.981,4,-2.881,0,0.117,0.000739,0.00158,0.323,0.242,175.102,206400,4
11493,Bullet For My Valentine,Whole Lotta Rosie - Live at BBC Radio 1,Temper Temper,8,0.193,0.935,6,-3.347,1,0.183,0.000377,0.281,0.667,0.226,173.216,250013,4
11494,Bullet For My Valentine,Scream Aim Fire - Live at BBC Radio 1,Temper Temper,8,0.264,0.971,10,-4.08,1,0.0792,0.000939,0.029,0.67,0.236,100.922,305320,4
11495,Bullet For My Valentine,Playing With Fire,Temper Temper,8,0.464,0.989,9,-2.668,1,0.0856,0.000263,0.0,0.0636,0.695,166.063,170440,4
11496,Bullet For My Valentine,Breaking Point,Temper Temper (Deluxe Version),55,0.319,0.967,5,-3.485,1,0.124,0.000485,0.000102,0.315,0.269,147.951,222453,4
11497,Bullet For My Valentine,Truth Hurts,Temper Temper (Deluxe Version),55,0.456,0.972,5,-4.025,0,0.0847,9.49e-05,0.11,0.079,0.336,131.096,216587,4
11498,Bullet For My Valentine,Temper Temper,Temper Temper (Deluxe Version),55,0.44,0.987,5,-3.576,1,0.221,0.00156,1.55e-05,0.424,0.375,163.386,188867,4
11499,Bullet For My Valentine,P.O.W.,Temper Temper (Deluxe Version),55,0.317,0.931,4,-4.808,0,0.149,0.000298,0.00176,0.502,0.232,130.73,233733,4
11500,Bullet For My Valentine,Dirty Little Secret,Temper Temper (Deluxe Version),55,0.35,0.973,8,-4.11,1,0.126,6.72e-05,0.138,0.268,0.118,144.42,295387,4
11501,Bullet For My Valentine,Leech,Temper Temper (Deluxe Version),55,0.419,0.983,8,-3.439,1,0.045,0.000109,0.00152,0.0693,0.243,112.371,239480,4
11502,Bullet For My Valentine,Dead To The World,Temper Temper (Deluxe Version),55,0.445,0.836,2,-4.934,0,0.0421,0.000567,0.000425,0.197,0.0817,109.398,315867,4
11503,Bullet For My Valentine,Riot,Temper Temper (Deluxe Version),55,0.577,0.959,10,-4.229,0,0.0539,0.0011,0.00172,0.369,0.721,95.024,169307,4
11504,Bullet For My Valentine,Saints & Sinners,Temper Temper (Deluxe Version),55,0.468,0.946,2,-4.026,1,0.0837,0.000211,0.000951,0.14,0.516,178.089,209227,4
11505,Bullet For My Valentine,Tears Don't Fall (Part 2),Temper Temper (Deluxe Version),55,0.307,0.987,7,-4.592,0,0.21,0.000133,0.00813,0.118,0.116,167.619,338640,4
11506,Bullet For My Valentine,Livin' Life (On the Edge of a Knife),Temper Temper (Deluxe Version),55,0.455,0.924,1,-4.181,1,0.0797,2.81e-05,0.00284,0.103,0.305,140.259,241960,4
11507,Bullet For My Valentine,Not Invincible,Temper Temper (Deluxe Version),55,0.28,0.983,4,-2.871,0,0.124,0.000631,0.000958,0.336,0.249,175.186,206400,4
11508,Bullet For My Valentine,Whole Lotta Rosie - Live at BBC Radio 1,Temper Temper (Deluxe Version),55,0.192,0.937,6,-3.351,1,0.187,0.000489,0.224,0.685,0.213,173.073,250013,4
11509,Bullet For My Valentine,Scream Aim Fire - Live at BBC Radio 1,Temper Temper (Deluxe Version),55,0.229,0.969,10,-4.095,1,0.0791,0.000876,0.0239,0.729,0.228,98.105,303893,4
11510,Bullet For My Valentine,About Breaking Point - Commentary,Temper Temper (Track By Track Commentary),19,0.611,0.248,2,-23.139,0,0.847,0.438,0.0,0.212,0.504,117.969,62907,3
11511,Bullet For My Valentine,About Truth Hurts - Commentary,Temper Temper (Track By Track Commentary),19,0.602,0.416,7,-21.922,0,0.948,0.254,0.0,0.346,0.291,98.489,73467,5
11512,Bullet For My Valentine,About Temper Temper - Commentary,Temper Temper (Track By Track Commentary),19,0.677,0.285,7,-21.833,1,0.869,0.364,0.0,0.24,0.209,123.276,79027,5
11513,Bullet For My Valentine,About P.O.W. - Commentary,Temper Temper (Track By Track Commentary),19,0.528,0.301,8,-23.381,1,0.963,0.23,0.0,0.373,0.639,191.041,65107,3
11514,Bullet For My Valentine,About Dirty Little Secret - Commentary,Temper Temper (Track By Track Commentary),19,0.666,0.214,8,-22.872,1,0.896,0.365,0.0,0.322,0.702,102.043,71787,5
11515,Bullet For My Valentine,About Leech - Commentary,Temper Temper (Track By Track Commentary),19,0.77,0.307,7,-22.183,1,0.944,0.434,0.0,0.374,0.22,34.314,67520,3
11516,Bullet For My Valentine,About Dead To The World - Commentary,Temper Temper (Track By Track Commentary),19,0.628,0.262,8,-22.357,1,0.952,0.397,0.0,0.375,0.685,72.462,93267,5
11517,Bullet For My Valentine,About Riot - Commentary,Temper Temper (Track By Track Commentary),19,0.664,0.245,8,-23.297,1,0.907,0.495,0.0,0.222,0.76,88.376,76107,5
11518,Bullet For My Valentine,About Saints & Sinners - Commentary,Temper Temper (Track By Track Commentary),19,0.694,0.398,8,-21.445,1,0.954,0.392,0.0,0.371,0.384,83.743,46747,3
11519,Bullet For My Valentine,About Tears Don't Fall (Part 2) - Commentary,Temper Temper (Track By Track Commentary),19,0.605,0.316,8,-22.447,1,0.94,0.472,0.0,0.379,0.695,80.683,82720,3
11520,Bullet For My Valentine,About Livin' Life (On The Edge Of A Knife) - Commentary,Temper Temper (Track By Track Commentary),19,0.628,0.246,6,-22.126,1,0.961,0.389,0.0,0.181,0.552,85.813,58547,3
11521,Bullet For My Valentine,Your Betrayal,Fever (Tour Edition),44,0.566,0.888,2,-4.424,0,0.0719,8.6e-05,9.5e-05,0.083,0.366,134.022,291427,4
11522,Bullet For My Valentine,Fever,Fever (Tour Edition),44,0.433,0.962,0,-3.371,1,0.111,0.000278,0.0,0.295,0.301,173.064,237320,4
11523,Bullet For My Valentine,The Last Fight,Fever (Tour Edition),44,0.296,0.974,7,-3.13,1,0.151,0.000355,0.0,0.298,0.309,184.438,259307,4
11524,Bullet For My Valentine,A Place Where You Belong,Fever (Tour Edition),44,0.314,0.811,11,-3.878,0,0.0358,5.14e-05,0.00178,0.126,0.345,133.547,306467,4
11525,Bullet For My Valentine,Pleasure And Pain,Fever (Tour Edition),44,0.461,0.952,8,-3.093,1,0.0536,4.04e-05,0.00182,0.382,0.496,90.044,233427,4
11526,Bullet For My Valentine,Alone,Fever (Tour Edition),44,0.325,0.97,7,-3.521,1,0.0665,1.75e-05,0.00661,0.111,0.078,118.986,356280,4
11527,Bullet For My Valentine,"Breaking Out, Breaking Down",Fever (Tour Edition),44,0.471,0.935,4,-3.586,0,0.046,4.86e-05,0.0,0.199,0.338,94.153,244387,4
11528,Bullet For My Valentine,Bittersweet Memories,Fever (Tour Edition),44,0.443,0.883,3,-4.144,1,0.0442,0.000108,2.15e-06,0.188,0.202,142.048,308827,4
11529,Bullet For My Valentine,Dignity,Fever (Tour Edition),44,0.362,0.933,7,-3.986,0,0.0876,0.00014,1.09e-05,0.322,0.359,93.45,269000,4
11530,Bullet For My Valentine,Begging For Mercy,Fever (Tour Edition),44,0.33,0.953,7,-3.387,1,0.0765,0.000223,0.000108,0.435,0.285,181.941,236387,4
11531,Bullet For My Valentine,Pretty On The Outside,Fever (Tour Edition),44,0.452,0.943,4,-3.501,0,0.0717,2.62e-05,0.000183,0.626,0.187,101.696,235307,3
11532,Bullet For My Valentine,Fever - Live At XFM,Fever (Tour Edition),44,0.317,0.975,7,-3.795,1,0.0771,3.91e-05,0.000212,0.114,0.311,173.035,237587,4
11533,Bullet For My Valentine,The Last Fight - Live At XFM,Fever (Tour Edition),44,0.213,0.977,7,-3.291,1,0.086,1.66e-05,0.000636,0.151,0.356,184.385,258773,4
11534,Bullet For My Valentine,Bittersweet Memories - Live At XFM,Fever (Tour Edition),44,0.358,0.899,3,-4.065,1,0.0622,0.00015,9.77e-05,0.0718,0.237,142.037,308240,4
11535,Bullet For My Valentine,Your Betrayal,Fever,36,0.569,0.883,2,-4.41,0,0.0747,8.07e-05,7.74e-05,0.0946,0.373,134.003,290992,4
11536,Bullet For My Valentine,Fever,Fever,36,0.438,0.964,0,-3.334,1,0.115,0.000251,0.0,0.28,0.289,173.047,236472,4
11537,Bullet For My Valentine,The Last Fight,Fever,36,0.3,0.971,7,-3.118,1,0.142,0.000456,0.0,0.289,0.336,184.536,259088,4
11538,Bullet For My Valentine,A Place Where You Belong,Fever,36,0.312,0.83,11,-3.881,0,0.0364,5.02e-05,0.00122,0.182,0.331,133.711,305993,4
11539,Bullet For My Valentine,Pleasure And Pain,Fever,36,0.365,0.952,8,-3.082,1,0.0786,3.91e-05,0.00103,0.392,0.43,180.055,232525,4
11540,Bullet For My Valentine,Alone,Fever,36,0.314,0.97,7,-3.509,1,0.0643,2.2e-05,0.00471,0.128,0.0799,118.95,355126,4
11541,Bullet For My Valentine,"Breaking Out, Breaking Down",Fever,36,0.474,0.936,4,-3.572,0,0.0406,5.96e-05,0.0,0.198,0.349,94.299,243670,4
11542,Bullet For My Valentine,Bittersweet Memories,Fever,36,0.445,0.872,3,-4.205,1,0.0443,8.38e-05,3.36e-06,0.23,0.211,142.035,307200,4
11543,Bullet For My Valentine,Dignity,Fever,36,0.309,0.933,7,-3.943,0,0.083,0.000137,1.61e-05,0.342,0.349,93.221,267773,4
